station id, station name, valid,povp. T [°C],količina padavin [mm]
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 10:40,27.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 10:50,27.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 11:00,27.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 11:10,28,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 11:20,28.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 11:30,28.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 11:40,29.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 11:50,29.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 12:00,29.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 12:10,29.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 12:20,29.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 12:30,30.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 12:40,29.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 12:50,30.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 13:00,30.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 13:10,30.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 13:20,30.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 13:30,30.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 13:40,30.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 13:50,30.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 14:00,30.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 14:10,30.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 14:20,30.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 14:30,31.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 14:40,31.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 14:50,31.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 15:00,31.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 15:10,31.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 15:20,31.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 15:30,31.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 15:40,31.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 15:50,31.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 16:00,31.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 16:10,31.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 16:20,31.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 16:30,31.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 16:40,31.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 16:50,31.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 17:00,31.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 17:10,31.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 17:20,31.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 17:30,31.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 17:40,31.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 17:50,31.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 18:00,31,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 18:10,30.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 18:20,30.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 18:30,30.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 18:40,29.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 18:50,29.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 19:00,29.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 19:10,28.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 19:20,28.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 19:30,28,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 19:40,27.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 19:50,27.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 20:00,27,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 20:10,26.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 20:20,26.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 20:30,25.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 20:40,25.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 20:50,25.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 21:00,25.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 21:10,25.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 21:20,24.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 21:30,24.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 21:40,24.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 21:50,24.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 22:00,24,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 22:10,23.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 22:20,23.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 22:30,23.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 22:40,23.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 22:50,23.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 23:00,23,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 23:10,22.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 23:20,22.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 23:30,22.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 23:40,22.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 23:50,22.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 00:00,22,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 00:10,22,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 00:20,21.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 00:30,21.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 00:40,21.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 00:50,21.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 01:00,21.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 01:10,20.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 01:20,20.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 01:30,20.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 01:40,20.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 01:50,20.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 02:00,20,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 02:10,19.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 02:20,19.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 02:30,19.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 02:40,19.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 02:50,19.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 03:00,19,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 03:10,19.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 03:20,19.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 03:30,18.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 03:40,18.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 03:50,18.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 04:00,18.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 04:10,18.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 04:20,18.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 04:30,18.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 04:40,18.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 04:50,18.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 05:00,18,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 05:10,18,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 05:20,18,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 05:30,18,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 05:40,18.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 05:50,18.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 06:00,18.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 06:10,18.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 06:20,18.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 06:30,19.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 06:40,19.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 06:50,19.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 07:00,20.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 07:10,20.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 07:20,20.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 07:30,21.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 07:40,21.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 07:50,22,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 08:00,22.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 08:10,22.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 08:20,23.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 08:30,23.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 08:40,24.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 08:50,24.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 09:00,25.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 09:10,25.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 09:20,26.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 09:30,26.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 09:40,27,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 09:50,27.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 10:00,28.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 10:10,28.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 10:20,28.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 10:30,28.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 10:40,29.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 10:50,30,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 11:00,30.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 11:10,30.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 11:20,30.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 11:30,30.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 11:40,30.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 11:50,31.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 12:00,31.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 12:10,31.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 12:20,31.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 12:30,32,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 12:40,31.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 12:50,32.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 13:00,32.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 13:10,32.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 13:20,33,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 13:30,33.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 13:40,33.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 13:50,33.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 14:00,33.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 14:10,33.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 14:20,33.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 14:30,33.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 14:40,33.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 14:50,33.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 15:00,33.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 15:10,33.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 15:20,34.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 15:30,34.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 15:40,34,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 15:50,34.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 16:00,34.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 16:10,34.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 16:20,34.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 16:30,34.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 16:40,34,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 16:50,34.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 17:00,33.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 17:10,33.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 17:20,33.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 17:30,33.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 17:40,33.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 17:50,33.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 18:00,33.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 18:10,32.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 18:20,32.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 18:30,32.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 18:40,32.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 18:50,31.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 19:00,31.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 19:10,31.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 19:20,30.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 19:30,30.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 19:40,30.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 19:50,30.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 20:00,29.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 20:10,29.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 20:20,29,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 20:30,28.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 20:40,28.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 20:50,27.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 21:00,27.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 21:10,27,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 21:20,26.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 21:30,26.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 21:40,25.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 21:50,25.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 22:00,25.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 22:10,25.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 22:20,25,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 22:30,24.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 22:40,24.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 22:50,24.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 23:00,24,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 23:10,24.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 23:20,24.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 23:30,23.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 23:40,23.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-04 23:50,23.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 00:00,23.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 00:10,23.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 00:20,23.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 00:30,22.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 00:40,22.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 00:50,22.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 01:00,22.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 01:10,22.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 01:20,22,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 01:30,21.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 01:40,21.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 01:50,21.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 02:00,21.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 02:10,21.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 02:20,21.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 02:30,21.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 02:40,21.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 02:50,21,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 03:00,20.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 03:10,20.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 03:20,20.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 03:30,20.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 03:40,20.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 03:50,20.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 04:00,20.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 04:10,20,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 04:20,19.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 04:30,19.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 04:40,19.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 04:50,19.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 05:00,19.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 05:10,19.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 05:20,19.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 05:30,19.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 05:40,19.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 05:50,19.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 06:00,19.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 06:10,20,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 06:20,20.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 06:30,20.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 06:40,20.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 06:50,21.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 07:00,21.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 07:10,21.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 07:20,21.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 07:30,22.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 07:40,22.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 07:50,23,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 08:00,23.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 08:10,23.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 08:20,24.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 08:30,24.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 08:40,25.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 08:50,25.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 09:00,26.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 09:10,26.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 09:20,27.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 09:30,27.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 09:40,28.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 09:50,29,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 10:00,29.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 10:10,29.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 10:20,30.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 10:30,30.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 10:40,31.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 10:50,31.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 11:00,31.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 11:10,32.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 11:20,32.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 11:30,33.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 11:40,33.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 11:50,34,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 12:00,34.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 12:10,34.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 12:20,34.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 12:30,34.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 12:40,35,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 12:50,35.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 13:00,35.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 13:10,35.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 13:20,35.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 13:30,36,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 13:40,36,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 13:50,36.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 14:00,36.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 14:10,36.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 14:20,36.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 14:30,37,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 14:40,37,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 14:50,36.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 15:00,37.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 15:10,37,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 15:20,36.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 15:30,36.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 15:40,36.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 15:50,37,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 16:00,37.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 16:10,36.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 16:20,36.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 16:30,37,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 16:40,36.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 16:50,36.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 17:00,36.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 17:10,36.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 17:20,36.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 17:30,35.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 17:40,35.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 17:50,35.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 18:00,35.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 18:10,35,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 18:20,34.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 18:30,34,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 18:40,33.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 18:50,33.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 19:00,32.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 19:10,32.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 19:20,31.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 19:30,31.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 19:40,31.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 19:50,31,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 20:00,30.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 20:10,30.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 20:20,30.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-05 20:30,30.1,0

